placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,seq,area,inv,transecto,parcela,distancia,ns,metragem,quadra,recruit,data_morta,altura,altura_1,dap.04,mv.04,obs.04,data04,pq_f4,obs_f4,am_f4,c.05,mv.05,obs.05,pp_ne5,tombada5,am_f5,pq_f5,obs_cic5,qtotal5,data_cic5,c.06,mv.06,obs.06,pp_ne6,am_f6,pq_f6,obs_cic6,data_cic6,qtotal6,data06,dap.07,c.07,mv.07,obs.07,pp_ne7,tombada7,data_c07P,c07P,obs_c07P,c07_CP,am_f7,pq_f7,nova_placa.07,data07,dap.08,c.08,mv.08,obs.08,data08,NA.CORRECAO,Cicat,Rec,c.09,mv.09,obs.09,cicat_c09,recup_c09,am_f9,pq_f9,qt_f9,obs_cic9,data_cic9,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,mv.23,obs.23,data23,equipe.23,dap.24,c.24,mv.24,obs.24,data24,equipe.24
103,,morototo,Schmor,Didymopanax,morototoni (Aubl.) Decne. & Planch.,Araliaceae,,0.44,103,1,10a20cm,F,A,6.9,S,259,24,i04,,10,10,27.9,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,29,4,v,,10_07_2008,,,,4,v,,,,,,,,,29.6,5,v,,28_06_2010,30.1,4,v,,16_08_2011,30.5,5,v,,20_06_2012,31.5,5,v,,08_10_2014,32.5,5,v,,09_06_2016,33.7,5,v,,18_06_2018,36.7,5,v,,,01_07_2022,Santarem_Ebis_Antonio,v,,21_06_2023,Bate; Santarém; Ebis,37.2,5,v,,13_06_2024,Ebis_Santarem_Sebastiao
1030,,louro_tamanco,Neccus,Nectandra,cuspidata Nees. & Mart.,Lauraceae,,0.56,1008,1,10a20cm,K,A,-2.2,N,335.2,27,i04,2005,8,8,12.1,v,,01_08_2004,,,,0,m,,0,0,,,,,,0,m,cr,0,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,31_07_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1031,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,1009,1,10a20cm,K,A,-1.7,N,342.7,27,i04,,10,10,10.1,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,,0,0,,,,,,,,31_07_2007,10.3,3,v,,10_07_2008,,,,4,v,,,,,,,,,10.6,5,v,,24_06_2010,10.6,5,v,,19_08_2011,10.7,5,v,,20_06_2012,11.2,4,v,,08_10_2014,11.6,5,v,,16_06_2016,12.1,5,v,,18_06_2018,12.9,4,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,13.4,4,v,,18_06_2024,Santarem_Nathalia_Maraca
1032,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,1010,1,10a20cm,K,A,1.8,S,344.7,28,i04,,18,18,17.8,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,18.5,4,v,,10_07_2008,,,,4,v,,,,,,,,,19.8,4,v,,24_06_2010,19.7,4,v,,19_08_2011,19.8,5,v,,20_06_2012,21,5,v,,08_10_2014,21.5,5,v,,16_06_2016,22.3,5,v,,18_06_2018,23.7,5,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,24.5,5,v,,18_06_2024,Santarem_Nathalia_Maraca
1033,,envira_cabo_de_rodo,Guasch,Guatteria,schomburgkiana Mart.,Annonaceae,,0.6,1011,1,10a20cm,K,A,1.3,S,349,28,i04,2012,6,6,13,v,,01_08_2004,,,,4,v,,0,0,,,,,,3,v,,0,,,,,,01_08_2006,,3,v,,0,0,,,,,,,,31_07_2007,13.8,4,v,,10_07_2008,,,,4,v,,,,,,,,,14,5,v,,24_06_2010,14,1,v,,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1034,,vermelinho,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Euphorbiaceae,,0.81,1012,1,10a20cm,K,A,-1.3,N,350.8,29,i04,2011,6,6,11.1,v,,01_08_2004,,,,3,v,cq_cr,0,0,,,,,,4,v,cq_cr,0,,,,,,01_08_2006,,3,v,cr,0,0,,,,,,,,31_07_2007,11,2,v,cq/cr,10_07_2008,,,,2,v,,,,,,,,,10.8,2,v,,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1035,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,1013,1,10a20cm,K,A,-1.6,N,362,29,i04,,10,10,13.4,v,,01_08_2004,,,,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,4,v,,0,0,,,,,,,,31_07_2007,13.4,3,v,,10_07_2008,,,,5,v,,,,,,,,,13.4,5,v,,24_06_2010,13.7,5,v,,19_08_2011,13.6,4,v,,20_06_2012,13.9,4,v,,08_10_2014,14,5,v,,16_06_2016,14,4,v,,18_06_2018,14.1,4,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,14.1,5,v,,18_06_2024,Santarem_Nathalia_Maraca
1036,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,1014,1,10a20cm,K,A,-1.7,N,373.8,29,i04,,12,12,11.1,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,11.4,4,v,,10_07_2008,,,,5,v,,,,,,,,,11.6,4,v,,24_06_2010,11.5,4,v,,19_08_2011,11.6,4,v,,20_06_2012,11.8,4,v,,08_10_2014,11.9,5,v,,16_06_2016,12,3,v,,18_06_2018,12,5,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,12.1,3,v,cq,18_06_2024,Santarem_Nathalia_Maraca
1037,,envira_folha_peluda,Xylfru,Xylopia,frutescens Aubl.Var ferruginea R. E. Fries,Annonaceae,,0.59,1015,1,10a20cm,K,A,1,S,357.4,30,i04,2016,10,10,11.1,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,cr,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,11.7,4,v,,10_07_2008,,,,1,v,cq,,,,,,,,12,5,v,,24_06_2010,12,3,v,,19_08_2011,12.2,4,v,,20_06_2012,12.4,4,v,,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1038,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,1016,1,10a20cm,K,A,1.7,S,368,30,i04,,11,11,15.1,v,,01_08_2004,,,,3,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,cr,0,0,,,,,,,,31_07_2007,15.3,4,v,cr,10_07_2008,,,,4,v,,,,,,,,,15.3,5,v,,24_06_2010,15.4,5,v,,19_08_2011,15.8,5,v,,20_06_2012,16.5,5,v,,08_10_2014,16.5,5,v,,16_06_2016,17.6,4,v,,18_06_2018,17.5,5,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,17.6,5,v,,18_06_2024,Santarem_Nathalia_Maraca
1039,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,1017,1,10a20cm,K,A,-0.5,N,380.1,31,i04,2014,18,18,13.4,v,,01_08_2004,,,,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,13.5,4,v,,10_07_2008,,,,5,v,,,,,,,,,13.7,4,v,,24_06_2010,13.7,5,v,,19_08_2011,13.8,4,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
104,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,104,1,10a20cm,F,A,7.5,S,265,24,i04,,6,6,23,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,21.2,4,v,,10_07_2008,,,,4,v,,,,,,,,,21.5,5,v,,28_06_2010,22,5,v,,16_08_2011,22.1,5,v,,20_06_2012,23.4,5,v,,08_10_2014,23.6,5,v,,09_06_2016,24,5,v,,18_06_2018,25.1,4,v,,,01_07_2022,Santarem_Ebis_Antonio,v,,21_06_2023,Bate; Santarém; Ebis,25.7,5,v,,13_06_2024,Ebis_Santarem_Sebastiao
1040,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,1018,1,10a20cm,K,A,-2,N,396.8,31,i04,2016,15,15,12.3,v,,01_08_2004,,,,3,v,cq,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,2,v,,0,0,,,,,,,,01_08_2007,12.5,3,v,,10_07_2008,,,,3,v,,,,,,,,,12.7,3,v,,24_06_2010,12.6,1,v,,19_08_2011,12.7,3,v,cq,20_06_2012,10.6,1,v,,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1041,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,1019,1,10a20cm,K,A,-2.1,N,399.7,31,i04,2010,15,15,19.1,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,cr,0,0,,,,,,,,01_08_2007,19.2,3,v,,10_07_2008,,,,4,v,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1042,,pau_de_cobra,Ourdis,Ouratea,discophora Ducke,Ochnaceae,,0.79,1020,1,10a20cm,K,A,2.2,S,381.8,32,i04,2006,2,2,14.7,v,,01_08_2004,,,,1,v,cr_tc,0,0,,,,,,0,m,,0,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,31_07_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m/pr,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1043,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,1021,1,10a20cm,K,A,1.9,S,386.8,32,i04,2004,2,2,18.2,m,toco,01_08_2004,,,,0,m,,0,0,,,,,,0,m,,0,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,31_07_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1044,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,1022,1,10a20cm,K,A,0.6,S,386.8,32,i04,2004,15,15,17.9,m,,01_08_2004,,,,0,m,,0,0,,,,,,0,m,,0,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,01_08_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m/pp,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1045,,cipo_falso_curare,Strxin,Strychnos,xinguensis Krukoff.,Loganiaceae,,0.54,1023,1,10a20cm,K,A,2.5,S,400,32,i04,,15,15,11,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,01_08_2007,11.1,2,v,,10_07_2008,,,,4,v,,,,,,,,,12,3,v,,24_06_2010,12.5,2,v,,19_08_2011,12.5,3,v,,20_06_2012,13.2,2,v,,08_10_2014,13.8,2,v,,16_06_2016,13.7,2,v,,18_06_2018,15.4,2,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,15.8,2,v,,18_06_2024,Santarem_Nathalia_Maraca
1046,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,1024,1,10a20cm,K,A,-0.9,N,438.4,35,i04,,14,14,11,v,,01_08_2004,,,,3,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,3,v,,0,0,,,,,,,,01_08_2007,11.3,3,v,,10_07_2008,,,,5,v,,,,,,,,,11.9,5,v,,24_06_2010,12,4,v,,19_08_2011,12.7,4,v,,20_06_2012,13.7,3,v,,08_10_2014,15.4,5,v,,16_06_2016,16.1,4,v,,18_06_2018,16.3,4,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,16.3,4,v,,18_06_2024,Santarem_Nathalia_Maraca
1047,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,1025,1,10a20cm,K,A,1.8,S,425.7,36,i04,2008,15,15,10.7,v,,01_08_2004,,,,4,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,1,v,cr,0,0,,,,,,,,01_08_2007,11.8,0,m,cq,10_07_2008,,,,0,m,,,,,,,,,,0,m,m/pr,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1048,,sardinheira,Casgra,Casearia,grandiflora Camb.,Flacourtiaceae,,0.77,1026,1,10a20cm,K,A,1.3,S,442.8,36,i04,2007,2,2,16.5,v,,01_08_2004,,,,4,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,01_08_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m/pr,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
82962,1049,cipo_falso_curare,Strxin,Strychnos,xinguensis Krukoff.,Loganiaceae,,0.54,1027,1,10a20cm,K,A,0.8,S,445,36,i04,,18,18,10.6,v,,01_08_2004,,,,4,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,,0,0,,,,,,,,01_08_2007,10.8,3,v,,10_07_2008,,,,5,v,,,,,,,,,10.7,1,v,,24_06_2010,11,2,v,,19_08_2011,10.9,2,v,,20_06_2012,10.7,1,v,,08_10_2014,10.8,2,v,,16_06_2016,10.8,3,v,,18_06_2018,10.8,2,v,sem placa,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,11.4,2,v,placa nova= 82962,18_06_2024,Santarem_Nathalia_Maraca
105,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,105,1,10a20cm,F,A,0.5,S,265.5,24,i04,,11,11,27.8,v,,01_08_2004,,,,4,v,cq,0,0,,,,,,4,v,cq,0,,,,,,01_08_2006,,4,v,cq,0,0,,,,,,,,31_07_2007,38.9,3,v,,10_07_2008,,,,4,v,cq,,,,,,,,39.8,5,v,cq,28_06_2010,39.7,3,v,,16_08_2011,39.8,2,v,,20_06_2012,40.8,4,v,,08_10_2014,40.8,3,v,,09_06_2016,40.9,3,v,,18_06_2018,42.4,4,v,,,01_07_2022,Santarem_Ebis_Antonio,v,,21_06_2023,Bate; Santarém; Ebis,41.6,4,v,,13_06_2024,Ebis_Santarem_Sebastiao
1050,,envira_cabo_de_rodo,Guasch,Guatteria,schomburgkiana Mart.,Annonaceae,,0.6,1028,1,10a20cm,K,A,-2.4,N,458.4,37,i04,,11,11,13,v,,01_08_2004,,,,5,v,,0,0,,,,,,3,v,,0,,,,,,01_08_2006,,4,v,,0,0,,,,,,,,01_08_2007,13.2,4,v,,10_07_2008,,,,5,v,,,,,,,,,13.2,5,v,,24_06_2010,13.2,5,v,,19_08_2011,12.8,5,v,,20_06_2012,12.9,4,v,,08_10_2014,14.1,3,v,,16_06_2016,14.7,5,v,,18_06_2018,15.2,5,v,,,11_07_2022,Santarem_Ebis_Bat,v,,22_06_2023,Bate; Leo,15.2,5,v,,18_06_2024,Santarem_Nathalia_Maraca
1051,,vermelinho,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Euphorbiaceae,,0.81,1029,1,10a20cm,K,A,-1.6,N,469.1,37,i04,2004,14,14,13.5,m,,01_08_2004,,,,0,m,cq,0,0,,,,,,0,m,pr,0,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,01_08_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m/pr,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1052,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,1030,1,10a20cm,K,A,-2.4,N,473.7,37,i04,2014,20,20,18.1,v,,01_08_2004,,,,3,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,3,v,cq,0,0,,,,,,,,01_08_2007,18.4,3,v,cq,10_07_2008,,,,2,v,,,,,,,,,18.7,5,v,,24_06_2010,18.6,5,v,,19_08_2011,18.7,2,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1053,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,1031,1,10a20cm,K,A,1.3,S,450.2,38,i04,2009,11,11,16.9,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,cr,0,0,,,,,,,,01_08_2007,17.4,4,v,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1054,,tinteiro_branco,Micpyr,Miconia,pyrifolia Naudin,Melastomataceae,,0.6315,1032,1,10a20cm,K,A,1.55,S,470,38,i04,2007,18,18,11.6,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,01_08_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m/pr,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1055,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,1033,1,10a20cm,K,A,2.2,S,471.6,38,i04,2014,18,18,18.4,v,,01_08_2004,,,,5,v,,0,0,,,,,,3,v,,0,,,,,,01_08_2006,,4,v,,0,0,,,,,,,,01_08_2007,18,3,v,,10_07_2008,,,,4,v,,,,,,,,,18.9,3,v,,24_06_2010,19.2,3,v,,19_08_2011,19.5,3,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1056,,tinteiro_branco,Micpyr,Miconia,pyrifolia Naudin,Melastomataceae,,0.6315,1034,1,10a20cm,K,A,-2.5,N,479.6,39,i04,2004,14,14,15.1,m,,01_08_2004,,,,0,m,pr,0,0,,,,,,0,m,pp,1,,,,,,01_08_2006,,0,m,,0,0,,,,,,,,01_08_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m/pr,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1057,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,1035,1,10a20cm,K,A,-1,N,496.8,39,i04,2022,9,9,16.5,v,,01_08_2004,,,,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,01_08_2007,18.8,4,v,,10_07_2008,,,,5,v,,,,,,,,,19,5,v,,24_06_2010,20,5,v,,19_08_2011,20.5,5,v,,20_06_2012,21.3,2,v,,08_10_2014,21.9,3,v,,16_06_2016,22.1,3,v,,18_06_2018,,0,m,morta,,11_07_2022,Santarem_Ebis_Bat,,,,,,0,m,,10_06_2024,
1058,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,1036,1,10a20cm,K,B,-0.8,N,506.8,41,i04,,9,9,10.3,v,,01_08_2004,30,,10,4,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,,0,0,20_09_2007,V,,empe,20,100,,01_08_2007,10.8,4,v,cr/toco,10_07_2008,toco,,,4,v,,,,,,,,,12.1,4,v,,24_06_2010,12.9,4,v,,19_08_2011,12.9,3,v,,20_06_2012,12.9,2,v,,08_10_2014,13.1,3,v,,16_06_2016,13.5,3,v,,18_06_2018,13.7,3,v,,,11_07_2022,Santarem_Ebis_Bat,v,,29_06_2023,Antonio; Ebis,13.4,5,v,,18_06_2024,Santarem_Nathalia_Maraca
1059,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,1037,1,10a20cm,K,B,1.9,S,503.6,42,i04,,22,22,10.4,v,,01_08_2004,100,,15,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,,0,0,20_09_2007,V,,empe,10,100,,01_08_2007,11,4,v,,10_07_2008,,,,4,v,,0,0,,,,,,11.8,5,v,,24_06_2010,11.9,3,v,,19_08_2011,12.1,5,v,,20_06_2012,12.3,5,v,,08_10_2014,12.6,5,v,,16_06_2016,12.9,5,v,,18_06_2018,13,5,v,,,11_07_2022,Santarem_Ebis_Bat,v,,29_06_2023,Antonio; Ebis,13.2,5,v,,18_06_2024,Santarem_Nathalia_Maraca
106,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,106,1,10a20cm,F,A,2,S,268.8,24,i04,,10,10,49.9,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,50.7,5,v,,10_07_2008,,,,4,v,,,,,,,,,50.9,5,v,,28_06_2010,50.9,4,v,,16_08_2011,51.1,5,v,,20_06_2012,51.8,5,v,,08_10_2014,52.3,5,v,,09_06_2016,52.5,5,v,,18_06_2018,52.9,4,v,,,01_07_2022,Santarem_Ebis_Antonio,v,,21_06_2023,Bate; Santarém; Ebis,53.3,4,v,,13_06_2024,Ebis_Santarem_Sebastiao
1060,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,1038,1,10a20cm,K,B,1.1,S,509.4,42,i04,2014,8,8,11.1,v,,01_08_2004,75,,30,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,20_09_2007,V,,empe,50,90,,01_08_2007,12.7,3,v,cr/toco,10_07_2008,toco,,,2,v,cr,0,0,,,,,,13,4,v,,24_06_2010,13,1,v,cr,19_08_2011,13.1,1,v,cqcr,20_06_2012,,0,m,morta,08_10_2014,,0,m,sem leitura,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1061,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,1039,1,10a20cm,K,B,1.9,S,521.4,42,i04,2008,10,10,10.2,v,,01_08_2004,100,,18,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,20_09_2007,V,,empe,50,100,,01_08_2007,11,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1062,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,0.815,1040,1,10a20cm,K,B,-1.2,N,529.5,43,i04,2011,7,7,18.2,v,,01_08_2004,50,,40,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,2,v,,0,0,20_09_2007,V,,empe,120,100,,01_08_2007,18.2,2,v,,10_07_2008,v,3,0,1,v,cr,4,1,,,,,,18.6,3,v,,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1063,,louro_tamanco,Neccus,Nectandra,cuspidata Nees. & Mart.,Lauraceae,,0.56,1041,1,10a20cm,K,B,-1.2,N,533,43,i04,2004,12,12,14,m,,01_08_2004,40,,30,0,m,,0,0,,,,,,0,m,pr,0,,,,,,01_08_2006,,0,m,,0,0,20_09_2007,M,qt,caida,,,,01_08_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
1064,,xua,Sacgui,Sacoglottis,guianensis Benth. Var. guianensis,Humiriaceae,,0.84,1042,1,10a20cm,K,B,-1.7,N,537.1,43,i04,2008,9,9,15.4,v,,01_08_2004,100,,50,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,4,v,,0,0,20_09_2007,V,,empe,50,40,,01_08_2007,16.3,0,m,,10_07_2008,v,0,0,0,m,cr,,,,,,,,,0,m,m/cr,24_06_2010,,0,m,morta,19_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,16_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
